group_sha256,kept_path,removed_paths
e1f5a924dd45803df1d25cdc7d977fa810a4b42fd71f055c376af5729ca05a8f,images/test/CRACK500_20160222_115224_641_1_jpg.rf.4f4d21efa517ebf4ed3dbf51cea786e7.jpg,images/train/CRACK500_20160222_115224_641_1_jpg.rf.968698c58e02479778e17c5560cdd7cf.jpg
d28369a4e01f41e1bbf7a7ce9e3ea2018afb5a8ef5ef4123b25df112230acb2e,images/test/CRACK500_20160222_115233_641_361_jpg.rf.215c42a7a782820b9e86f2f71d5e9fe8.jpg,images/val/CRACK500_20160222_115233_641_361_jpg.rf.c719b38f8ce033e2e3cb47dd6c8fd127.jpg
d1ce030cbb5fe07edc7b98b51a4eb82ecc87290671621b818dbe0d61cd9fb19d,images/test/CRACK500_20160222_165926_1281_361_jpg.rf.f8a1a5b684d3485dc1c9b900ce09cd3a.jpg,images/train/CRACK500_20160222_165926_1281_361_jpg.rf.3dfffe64cb9f5c4b49fb8a8cf84876a2.jpg
7ee18f489d907724e6fff71bd25328554f23f5193a5cbdbd01a93eeff5de8cab,images/test/CRACK500_20160222_165937_641_361_jpg.rf.8ddf88b7b3a7637bc0a091eec8dfdf81.jpg,images/train/CRACK500_20160222_165937_641_361_jpg.rf.ea68a4b4cb180c3d526bd7cf609b98e4.jpg
4c9c2aca58123d3acfbfd3cc72d9c48bd87755b7b7c780c7679fc1923f93337d,images/test/CRACK500_20160222_165947_641_361_jpg.rf.5b98d65e3adb3670d2bd3b9fc53fb806.jpg,images/train/CRACK500_20160222_165947_641_361_jpg.rf.959c8358d6b1259b88138e08abc668bc.jpg
38eb651d42ccd16e48b89f659a0382ed3fe3b65c7066bd74008bfae07966aafe,images/test/CRACK500_20160222_165951_1281_361_jpg.rf.76049cee9fd590157cf0c89aee61bdf8.jpg,images/test/CRACK500_20160222_165951_1281_361_jpg.rf.8b63a8c97ba0ca90631c4f540edcdf35.jpg
3bfdd9e1bf4c8ad5850c4d6bde0c3d1801fa4c739db6ae21f08e0febc3457ba2,images/test/CRACK500_20160225_114503_641_1081_jpg.rf.dcf85141447a6a536eeab894e3e7e729.jpg,images/train/CRACK500_20160225_114503_641_1081_jpg.rf.6d303a8e39ece9597274a95452bb70d1.jpg
1b63d79d3c6acf17b557d5565bf095d448937796353d2a8e408fa974627cfe4e,images/test/CRACK500_20160225_114503_641_361_jpg.rf.a739a932968170b406eb2b60501734c6.jpg,images/train/CRACK500_20160225_114503_641_361_jpg.rf.9437d2ef9d7cbc2f20e211bb8d861fba.jpg
611dd94915906f35f6d38c9cb65e16a052e5e3b045e673e2bd77eb0bec207c51,images/test/CRACK500_20160225_114531_1281_1081_jpg.rf.7bee473faee3ab9f657a7c48b007febc.jpg,images/train/CRACK500_20160225_114531_1281_1081_jpg.rf.67cf16b9e1b2f6c07f7af8888b8d8cc6.jpg
b4c0b21f30e620d8bdd6f31cfe2831eae96ae881bc2ab694d497ee8bf36a4e7a,images/test/CRACK500_20160302_155925_1921_361_jpg.rf.a241855f0537bc3f2453ecb456ebccbe.jpg,images/train/CRACK500_20160302_155925_1921_361_jpg.rf.8cb3e349484aaae586cb74977cb8e101.jpg
01b3a6b33e58aae811358841d52815b4f1de2f36048257699b6299ac494154ae,images/test/CRACK500_20160302_160033_1921_361_jpg.rf.362106171ea46954d230be2284e4ed39.jpg,images/train/CRACK500_20160302_160033_1921_361_jpg.rf.e061a5b9d17458826938d827a04aeb22.jpg
aeccb96d773230fb2f9203086749a9623d083e0d71274859738e33f0b7e24f09,images/test/CRACK500_20160303_091825_1921_361_jpg.rf.1a542102f2aef4f210420e1b8bd128c9.jpg,images/train/CRACK500_20160303_091825_1921_361_jpg.rf.719984a8c91f2dc8169c7d37dce8bc46.jpg
564e8df8207955521a75b2d4c50ffc20114b6d3ba43e6f87751143813385f09c,images/test/CRACK500_20160303_091830_721_1281_jpg.rf.d76c01f849306291c73eec6be8be3338.jpg,images/train/CRACK500_20160303_091830_721_1281_jpg.rf.3cb0638da44174e108971fe4b159fced.jpg
2ec10afd0989e65f6bced4c56721217ad9bd2d1f029d0154043a6d36e27773f6,images/test/CRACK500_20160303_091830_721_1_jpg.rf.814e516fd0a953403f37f275609da141.jpg,images/test/CRACK500_20160303_091830_721_1_jpg.rf.a33f2ece9ace047106d936602508c66e.jpg
52d2b5c2651ba2bdaa3f170065436fe3718df639b349259163bb1afc66cd9054,images/test/CRACK500_20160303_091837_721_1921_jpg.rf.b5a50cd17bdd1d741d7fa1a8d7425712.jpg,images/train/CRACK500_20160303_091837_721_1921_jpg.rf.9596fb953653149ec06d5520a705cbd2.jpg
5dbfd1e3eab3c92b7b124bb9eae71037cc361bb6e7c442762f41871b62f197ef,images/test/CRACK500_20160307_145000_1921_721_jpg.rf.d91c9b855d08b88e9cdafcfc66e163fa.jpg,images/train/CRACK500_20160307_145000_1921_721_jpg.rf.889a1a12d162aef0b1c0b5c9091d7ca1.jpg
ae153b9edd01b6c9cfd6625f41d170ef01d35ad1af24faad9396722a42c4cc89,images/test/CRACK500_20160307_164334_1281_361_jpg.rf.05b43a7ce808d6f91148197ec1ba6de5.jpg,images/train/CRACK500_20160307_164334_1281_361_jpg.rf.602fcec1132ab568fc5294c368ada439.jpg
1759f715c431f311dd4bbb5ab16d028d6f397ca3c40d05fbef9861821a3f992f,images/test/CRACK500_20160308_072844_641_721_jpg.rf.a25c82b6f8b1f6148ddd5c9458dabf31.jpg,images/train/CRACK500_20160308_072844_641_721_jpg.rf.f87954b51e83e776aed6bb4a06b09375.jpg
114c5da77c4a85a04e1c1a6bc578ab7d6157a19a0dd66fa378b32542cc731f7b,images/test/CRACK500_20160308_072951_641_361_jpg.rf.13b45f4c7c2eb55f8e4827f054e47c61.jpg,images/train/CRACK500_20160308_072951_641_361_jpg.rf.fe0b4df74276650ebd5a271bd2c9a69e.jpg
a0525dcf18a1204b9284d3a520e2b6a54e0b3dcb246d5dbe5a632513445735cd,images/test/CRACK500_20160308_073356_641_361_jpg.rf.4f87622463bf81b86d4da2c34f374e6b.jpg,images/test/CRACK500_20160308_073356_641_361_jpg.rf.c0068ecbb075e5caab0249e15b6962c4.jpg
031b0559553b606d9646b47802c54ff232f54d6fe936ca56a40e177095612043,images/test/CRACK500_20160308_155720_1921_1_jpg.rf.7741c890e4b958c6660a09d512a5a448.jpg,images/val/CRACK500_20160308_155720_1921_1_jpg.rf.136f872d4f0b01834646f06a19145b60.jpg
49ee95b5f057ad41478b8d71f336843e494a6785c4737eb5383382327d72c0cc,images/test/CRACK500_20160316_141736_1_361_jpg.rf.13bde0c32c50a73cca6791104255143b.jpg,images/train/CRACK500_20160316_141736_1_361_jpg.rf.96ac2c5e6433e5717b9dbb7063767fda.jpg
081535513f3c6467e7e32e378f0d61ec77dcc0566b464526575a9a8bef1c73d2,images/test/CRACK500_20160318_181627_1281_361_jpg.rf.54898ec47c5edc0ced9a2935bb59b774.jpg,images/val/CRACK500_20160318_181627_1281_361_jpg.rf.7ae9249d3a4fd6f7330e647bc681d885.jpg
8d11c61747d99e6c8eb032b53fe870e6d3fdb8e73e9d841b034a44ae8dfeb052,images/test/CRACK500_20160321_185534_641_721_jpg.rf.5962579e6ac30951602d13a47b3581fc.jpg,images/train/CRACK500_20160321_185534_641_721_jpg.rf.850fb89488985c5f5776ced048905ea0.jpg
0000fb3c7a0a617e7e60ca2adbdd77e4cff7f45803485f15ed2169d7a9facd03,images/test/CRACK500_20160326_142403_1921_721_jpg.rf.c0120a75bdbbe4c637bc70c76d14cc27.jpg,images/train/CRACK500_20160326_142403_1921_721_jpg.rf.508439d54a6161db76e8637ef560371f.jpg
337deb8da9729bd74dba30faf6126260ac73d6c6fc67b1e8f1f1cbf6388c8a0d,images/test/CRACK500_20160326_150319_1081_641_jpg.rf.64af77774faf50b63829de364488baa8.jpg,images/test/CRACK500_20160326_150319_1081_641_jpg.rf.c788a09c8b031e98d3b66e38f4d6035e.jpg
93221d78d13f11ec23090f46f2bd43ef5bd264c418046788d20e3d5e02701169,images/test/CRACK500_20160326_150319_1_641_jpg.rf.51fac140dc1b41c46730e1bdff1ecc02.jpg,images/train/CRACK500_20160326_150319_1_641_jpg.rf.1531ab13c55a9b59fd03a3104b23b8b1.jpg
fb2f6b20266ebcb2e770be03f9e3d527dfbe93d687def12dfc8429d1c91f9979,images/test/CRACK500_20160328_151014_641_361_jpg.rf.213a5eb3acab4287c882c001a5bc1e4c.jpg,images/test/CRACK500_20160328_151014_641_361_jpg.rf.477ddadbc630f3e9c99b1fd98ce8a5ea.jpg
f9e0c385feb9516de004b31381b007eba30e51b693f30234e119e1a9ac85b8db,images/test/CRACK500_20160328_151657_1281_1081_jpg.rf.207bf771c652e84ea5427bf80d4bb338.jpg,images/train/CRACK500_20160328_151657_1281_1081_jpg.rf.7f4c30fc47d675c362c84cb2646016f1.jpg
65485597c4bbd9584abb04e43bec0287b395815a1e10eb0bfc9ce3a2691ced09,images/test/CRACK500_20160328_153533_641_1_jpg.rf.3e4d5e5ebb0312231100df0e9ae03130.jpg,images/train/CRACK500_20160328_153533_641_1_jpg.rf.35299f5422ece06b2ef610dcaaf92315.jpg
1079122805774933365108bcc976f53adfab14b231a82ed433615dc606af78d0,images/test/CRACK500_20160328_153536_1_361_jpg.rf.aafe14d4dfde84c35745330295051fe1.jpg,images/train/CRACK500_20160328_153536_1_361_jpg.rf.3c919bef8073d02391266d22119ad057.jpg
f72e988839194f3bd2374fa8464b2f57434c279042c7e0e6202e7eed4f8368b3,images/test/DeepCrack_11236-3_jpg.rf.b6fd6bf1204b7e4a82361eaae0b9d726.jpg,images/train/DeepCrack_11236-3_jpg.rf.1ee2dbce137379ad5056b259ae7448a5.jpg
1eec9699d9bc55214293f17a9e3f6ae84acf1c06671a47340d9936cd1dae8570,images/test/DeepCrack_11236-6_jpg.rf.20cb7b520cd54c594c2dc2f8366f85e6.jpg,images/test/DeepCrack_11236-6_jpg.rf.e92cb7cef0b17854681f70924176ca94.jpg
071915063cc6afc195f7fc893becaee46499c1520f4c21164317a5cf3575e3e8,images/test/DeepCrack_11247-1_jpg.rf.6c47a316e2b6c32b730f3765a022f015.jpg,images/train/DeepCrack_11247-1_jpg.rf.43533401795a00bb1cdcfba33ff3dd4b.jpg
9226613a7fe95b402cbeda73b91f8b748b44082c60f00ebcc03204921a89fb4e,images/test/DeepCrack_11247-4_jpg.rf.8af45ddffc9cc431b7c6e9ecc9739dfa.jpg,images/train/DeepCrack_11247-4_jpg.rf.41b4883fb6e7a45d6ef072214a869437.jpg
f8cd9f8b9fdc98ff10e6eec2d4bfdd20cc3b31dd63ee7878dcd431689330a6aa,images/test/DeepCrack_11247-6_jpg.rf.ee154600dbb5d4b8c034900606b4b175.jpg,images/train/DeepCrack_11247-6_jpg.rf.f839686f357455039eba161cab66ad75.jpg
52ae568ad0bfe4c9d325ae220eee097548c6c5dfd4806ee5434c8d00d8f1756b,images/test/DeepCrack_11249-5_jpg.rf.00d5f15c61cd0e4c25402b3db085241f.jpg,images/test/DeepCrack_11249-5_jpg.rf.528f3f74c317e65edfeaeefd124783d6.jpg
8bf9c07da5a1d1d788e49b37ec9e25f436cd0c5bb969e9a4f06b1ea993dbacc0,images/test/DeepCrack_11266-4_jpg.rf.ace6f9adb61350a35db99592a62655ec.jpg,images/train/DeepCrack_11266-4_jpg.rf.94f1fc941f622b79a4768d8800aaf5b8.jpg
d35607278b638d20cd53a43fae70096972c464e6d7dc0fe05e5263a47e45ae9f,images/test/DeepCrack_11269-5_jpg.rf.af2d1e14645e191b0e088dd0fbdfeceb.jpg,images/train/DeepCrack_11269-5_jpg.rf.2477b824547dae8a225ddcbb7ecfd4c3.jpg
56699d03313784c4cbb03a6f70a1eb3072ce600bdafb3c716e7d56840527499e,images/test/DeepCrack_11271-1_jpg.rf.e04a1ac3594fe781c5081e3a1cc27bc2.jpg,images/val/DeepCrack_11271-1_jpg.rf.23eee39ec4d6da89474a04bed7d0d10e.jpg
c2cb27ea34c46207de9d0390daf154591c5fefb797d743f033aea706752c2be9,images/test/DeepCrack_11271-6_jpg.rf.06ff8355d213913787cccefd5560e9dd.jpg,images/test/DeepCrack_11271-6_jpg.rf.5a4ee32ebcc1b792009dc51fe5dfc513.jpg
4093188f350071363c675d37a5824e30d07faa03e6225e648564157780b04e78,images/test/DeepCrack_11275-3_jpg.rf.aac0e6fafc2f828c8c1ec71422b5e5b7.jpg,images/train/DeepCrack_11275-3_jpg.rf.5765f34cce254ebc0db17715569d489d.jpg
b8e19cf62e72b6469ed2664c90b2349c89d17a7f0c924df73622d86b50cd6c7c,images/test/DeepCrack_11286-1_jpg.rf.b4cb0516800aeeb290d6881e10bf2da3.jpg,images/train/DeepCrack_11286-1_jpg.rf.7c996f7c671c7371f701730e3c25e7aa.jpg
6f7463169c99a76cc77f7b156c28fcd2e82bd58f8a6867a5081342117fe87abf,images/test/DeepCrack_11289-8_jpg.rf.cf2f0dec158715c4e6224e1e0969f7ad.jpg,images/train/DeepCrack_11289-8_jpg.rf.cca90ab3b3389c02ecbb3375ca4fe2f9.jpg
cce0259b2089d78438b9f0c2e6b5b193c2dd850b4a2af90b886c7f9908d2c482,images/test/DeepCrack_11296-17_jpg.rf.c1653ed377d5a6e965946ee222eaf5ab.jpg,images/train/DeepCrack_11296-17_jpg.rf.6d69c56402dd32575430871584f6c6dd.jpg
0f663958db215e6e1469173d5bad27683e76cde500a7451e955d89330ce5bbc6,images/test/DeepCrack_11296-21_jpg.rf.49af0a8400af4678c91dd1714224e8c8.jpg,images/train/DeepCrack_11296-21_jpg.rf.596d8825232cd13cd91347087f1df0b2.jpg
bfb7499f3ee9dae322317982b6b204c779bfd47d0cfe1a2810964417fd82b21b,images/test/DeepCrack_11296-8_jpg.rf.cd0620be8ae16df50ad20286f0e3720e.jpg,images/train/DeepCrack_11296-8_jpg.rf.f5b819c5004db7d5e797b986ec658eae.jpg
c806e1cb640bd09f9579ee20fa4ce4184ab568e7466939f11c282c7a70cdecce,images/test/DeepCrack_11301-2_jpg.rf.2433801d27a0bd9c7770003ba8687041.jpg,images/train/DeepCrack_11301-2_jpg.rf.467cfce069c2359b3caf7b27aeae1d3d.jpg
703e21fc66b10ff8516fb7e51883a89238aa67902cd2ddbd110639ba398742af,images/test/DeepCrack_11301-5_jpg.rf.c77543a7a85d53dd46f7c563bd3a7118.jpg,images/train/DeepCrack_11301-5_jpg.rf.992bcdb1ff98a6fabf833299e7a9d0c3.jpg
fb92a9b888100e4b180160d9d7799f8e9ced3c3526436effcb27e008afe3b4bc,images/test/DeepCrack_11302-2_jpg.rf.990e3f4e6c5a059c253cbfa2458c5e68.jpg,images/train/DeepCrack_11302-2_jpg.rf.60d1a138a0c181c501ec3c9f75e415d2.jpg
b83558d36044e3e22593d3e85e12f1a4d35b8a126612625417b0f855c0dbf887,images/test/DeepCrack_11305-2_jpg.rf.77889a3cfca5daf6df9dd3d36bd3d957.jpg,images/train/DeepCrack_11305-2_jpg.rf.63896a2083e9b2467d322d66f6c5ced3.jpg
f9fa4e153208fcca0275f107db301063d8fa38c7c2651129929d348865f74550,images/test/DeepCrack_7Q3A9060-11_jpg.rf.f9a4b0d7f841f6fc8d815023f286f3c6.jpg,images/train/DeepCrack_7Q3A9060-11_jpg.rf.54e48cdc6f9c98a8a4eaa422dc9f2da3.jpg
32c6699b804f169f10f47ad098fcfb92f329783a4df62b17970c4d743931500b,images/test/DeepCrack_7Q3A9060-19_jpg.rf.20def887cf87fd4eca58bb981609f112.jpg,images/train/DeepCrack_7Q3A9060-19_jpg.rf.3aa84df2a3c4f0c83029fc845fdda199.jpg
434d34dc0bfaee9f2c44260276119f7c81ff17330975248c934c0f7ef96f6270,images/test/DeepCrack_7Q3A9060-1_jpg.rf.187d0bdd90384c644d0675747fa1654a.jpg,images/val/DeepCrack_7Q3A9060-1_jpg.rf.ba4341370e78c81c0154b57f2d41a753.jpg
d6df1de5812ba425c80bc4c05e01a1ba1df544c0b51d4e181aa33f4ed9f4d833,images/test/DeepCrack_7Q3A9060-5_jpg.rf.263d6743b30616802843021cf8a4edae.jpg,images/train/DeepCrack_7Q3A9060-5_jpg.rf.70afe873243036257926c91c8f6bb670.jpg
072ac753e09ea90a17b3ef8be9b262fd512b246f6e561bd25d8331145aaf2b5b,images/test/DeepCrack_7Q3A9060-6_jpg.rf.073bc63da06852ce99e45f033c887e34.jpg,images/test/DeepCrack_7Q3A9060-6_jpg.rf.55bd0a479dd2c9c66d33be7c7b254a80.jpg
70159077f04bbb6c7983ef50f5832ec8768f91382ef763dc05cc5f6de2e80e81,images/test/DeepCrack_7Q3A9064-11_jpg.rf.1f3ea490d6f9e08a85d077c1c3506fa7.jpg,images/train/DeepCrack_7Q3A9064-11_jpg.rf.84cd8dd2c38a31da954f9d15fb3b9e02.jpg
9db7c3d80add39f09d807d7763d27f7b3564e07995fe6b2337310c4c2377e129,images/test/DeepCrack_7Q3A9064-14_jpg.rf.8a885b27c79378d3106186fa6593440a.jpg,images/train/DeepCrack_7Q3A9064-14_jpg.rf.be86f37aee49312e94841c2ab9f3c225.jpg
2bb582b212c0af4e4e60d1c5e7c75058193c4939ade56eb3818d87cd4466e5a9,images/test/DeepCrack_7Q3A9064-2_jpg.rf.1e663ddddd1bce06894032d888bcbbac.jpg,images/train/DeepCrack_7Q3A9064-2_jpg.rf.0f95d6a22fa7f9e116a3c23ec7d65023.jpg
a4d0a18a7b3149600c9a883edef3feccf8e66b1b4d967cda7fafe114d95ec712,images/test/DeepCrack_IMG_6469-3_jpg.rf.0a217554d25e594b559e494fd5af0bb2.jpg,images/train/DeepCrack_IMG_6469-3_jpg.rf.8917dc9dbb21db343bcd11cf722c3764.jpg
8eae9ad8de3e2d73070e1c066dff610704eb3f01a5a3f07db5aaaf8bd7972333,images/test/DeepCrack_IMG_6469-6_jpg.rf.c18ab55b8c16873aa024974a9db7c2a6.jpg,images/train/DeepCrack_IMG_6469-6_jpg.rf.0fcb15b7f0d17ee539aabbdd88492cdb.jpg
0d95188e63412e579e6317f495fa5aa8ce7da558a87c37bf55dac5ebb46fbee0,images/test/DeepCrack_IMG_6472-5_jpg.rf.74e0300ce87bcf158c1b1c93050379a6.jpg,images/test/DeepCrack_IMG_6472-5_jpg.rf.9034534b3d241e780df0b601d55f46f4.jpg
89b8f56ef8b39c066f4c3f8bfd512ac03192da0c61ddee0477d28b990e181dd0,images/test/DeepCrack_IMG_6472-7_jpg.rf.68805cd368c48c609d3696ba8aa38d7b.jpg,images/train/DeepCrack_IMG_6472-7_jpg.rf.079c728dea150286c60cbdbc5a1589f1.jpg
3084be7dcf55f2a5dc131a1ead0b8132e4dd9ae26145e1a61fc89656099b2d16,images/test/DeepCrack_IMG_6472-8_jpg.rf.876c4cc2464d7adcea64dcc7f62f47a3.jpg,images/test/DeepCrack_IMG_6472-8_jpg.rf.a44d2acd7b2e77ba0cb613a0594b7cb1.jpg
513f44b16c0bea5bd2922093bea8cfff32c42f89ea5ee89283c4a4ccae92d087,images/test/DeepCrack_IMG_6514-1_jpg.rf.b29853b0b6bfce3aef95322d0e6b4eb6.jpg,images/train/DeepCrack_IMG_6514-1_jpg.rf.2435413018c23c1f92345de7d3ca8507.jpg
deb523cceeaee63654cd8a1bf6e52c73ead7b4cf75ddadb0f28a83eef393b288,images/test/DeepCrack_IMG_6516-3_jpg.rf.ee2093f3631e957ce9692c4a72133174.jpg,images/train/DeepCrack_IMG_6516-3_jpg.rf.4870dbc2a46e667af076f24e9c58d062.jpg
ffc8af0b4adb261d644d6de90e12e3b660c129ba4bc2a7288aed2771c2b51e13,images/test/DeepCrack_IMG_6536-3_jpg.rf.8c5d38dc77e5967079fd623b0ef9f635.jpg,images/train/DeepCrack_IMG_6536-3_jpg.rf.e3f79078ded3e3d3f5085d7b6f8606d4.jpg
ab06d13f5bc36b7e5f32442d0168e935d45af84e7f71d90b0563b0a1b44b7741,images/test/DeepCrack_IMG_6537-2_jpg.rf.1d6d69c8282496fdc90964831df64184.jpg,images/train/DeepCrack_IMG_6537-2_jpg.rf.ec19f58bb8f6d532f02c970a9373f511.jpg
7c046c924b66df1c52d0ec8c73e7fd4100c3bb7d329d47d7d3f4cef2cff94d54,images/test/cracktree200_6207_jpg.rf.930d25007055c715fd2eddab40a1b3c9.jpg,images/train/cracktree200_6207_jpg.rf.4546173a86a508dd884efccffac68172.jpg
8bbf031e22eefd712d390a1861c9532f68e6ce8d37456cde08fbfa356c8d501c,images/test/cracktree200_6211_jpg.rf.2e8d535c2f816e7bf79f6f0a3200223b.jpg,images/train/cracktree200_6211_jpg.rf.f3672c66e2470e4361a1dc503bbcbe47.jpg
add947a3f26fbfa9a1b545271b39475c19a8a812e5a7125d6532aeb04645389e,images/test/cracktree200_6224_jpg.rf.30c9047166f3b45000417d919f612622.jpg,images/train/cracktree200_6224_jpg.rf.8b80272902f9ef0721b376b193842622.jpg
05eceabccfc161a2d764d392cdd7589f43aac9cd816e4ea5006f31574ab5b0c5,images/test/cracktree200_6257_jpg.rf.34fb1acbac9f102d43cc5821cd2ac42f.jpg,images/train/cracktree200_6257_jpg.rf.52683cebbca6e084060e9af4423d0de2.jpg
6238549e724d633bffe7369906714e5a87fa77828578841f591708d8cd4cc632,images/test/cracktree200_6279_jpg.rf.308335dfa0008b674c13d14b955a87e5.jpg,images/train/cracktree200_6279_jpg.rf.ded862e11b35e942dc56747f9e849688.jpg
b0e87af2cf6660da4a0d163cd0ec2786e9d705dcaa002827f6632c57fde02521,images/test/cracktree200_6288_jpg.rf.52c32f7ac35782d01bfe7d8aa8109bee.jpg,images/train/cracktree200_6288_jpg.rf.a39bb65cae3cb718d3087ddb3e79a779.jpg
daa79f0f82746988b50789a97a9f89dd8aeb3370269f74f83ffd84b31e471e5e,images/test/cracktree200_6306_jpg.rf.e4231ad915c4692d5414d517f264cea5.jpg,images/train/cracktree200_6306_jpg.rf.d85c656e39624ba61315793502f294d6.jpg
4cc54c634549db1a8705eda3750e60328be5e6dad67e091682599ee9c7834c53,images/test/cracktree200_6307_jpg.rf.f150706db8ed5f0b23b52b1e7dea3422.jpg,images/train/cracktree200_6307_jpg.rf.b1b65491bd121cfd500c362bc9d5c281.jpg
803cb9ded4788714d2d4b1237c165d5a752df8b5379568ed8e974628521d5650,images/test/cracktree200_6308_jpg.rf.492e983a6d6d67f481fdf57ad8494824.jpg,images/train/cracktree200_6308_jpg.rf.55380eb38de4a683baa2e2b0d02f2225.jpg
